author_display_name	author_channel_url	comment	comment_link	comment_id	comment_date	video_id
P.L.U.S.	http://www.youtube.com/channel/UCgznqIFydemYr8q9iUYFXVg	IT-JOBS Right now I have a part-time job while working on my cybersecurity study, its motivating how you mentioned you should at least have a side huetle job first to earn a lil bit of coins and work your way out of that if you manage to land a job from your applications. Very inspiring advice😊	https://www.youtube.com/watch?v=jQCqglG5IBQ&lc=UgznzSu2H53YvFBPoKR4AaABAg	UgznzSu2H53YvFBPoKR4AaABAg	2023-07-17T14:49:29Z	jQCqglG5IBQ
Jason	http://www.youtube.com/channel/UC02LyWf1pyjnEgTAlFBeAxQ	IT-JOBS  hello from the IT course!	https://www.youtube.com/watch?v=jQCqglG5IBQ&lc=UgwvM2o24S6NC9TrEax4AaABAg	UgwvM2o24S6NC9TrEax4AaABAg	2023-07-18T19:10:59Z	jQCqglG5IBQ
John D Peter	http://www.youtube.com/channel/UCcf3YPzxu_Bc4NavGSvX-ww	IT-JOBS Josh, your perspective on considering locations with less tech talent concentration is a game-changer. Exploring emerging tech markets like Oklahoma City not only offers unique career opportunities but also allows tech professionals to shape and influence the growth of these regions	https://www.youtube.com/watch?v=jQCqglG5IBQ&lc=UgxrPv9mDDzhV9zqv654AaABAg	UgxrPv9mDDzhV9zqv654AaABAg	2023-07-18T16:17:07Z	jQCqglG5IBQ
Ashley Drakes	http://www.youtube.com/channel/UC0qOuyHIoHOYQs09mqRvnGg	IT-JOBS  Moving to a completely different location to land the job is certainly a sacrifice I would be willing to make. When you put the opportunity cost in numbers it makes sense. I got laid off as a pen tester and I'm still looking for work so I would totally do this. However, when I apply for jobs out of state, I've heard recruiters say they are more likely to look for talent in that state anyways. @Josh do you change your resume to whatever location you want to work in as well?  As usual, thanks for the insight!	https://www.youtube.com/watch?v=jQCqglG5IBQ&lc=Ugyxho3aL3YinyScKTR4AaABAg	Ugyxho3aL3YinyScKTR4AaABAg	2023-07-18T03:43:45Z	jQCqglG5IBQ
kenny Badejo	http://www.youtube.com/channel/UCWiT9E-KyUieJEId9e1DVLg	IT-JOBS Love your new hands-on Cybersecurity course. Would appreciate using the winnings to discount when purchasing it. :)	https://www.youtube.com/watch?v=jQCqglG5IBQ&lc=UgxqFpVRZa7Nq_QA1OR4AaABAg	UgxqFpVRZa7Nq_QA1OR4AaABAg	2023-07-17T14:22:49Z	jQCqglG5IBQ
Trevor Harris	http://www.youtube.com/channel/UClJOuavGOBhZISoj1zdNfaw	IT-Jobs  I agree, with several points. However, some of us have families and your strategy isn’t simple to execute.	https://www.youtube.com/watch?v=jQCqglG5IBQ&lc=Ugwnb4EA5gyPmymNEGx4AaABAg	Ugwnb4EA5gyPmymNEGx4AaABAg	2023-07-17T14:38:17Z	jQCqglG5IBQ
Wesley Wise	http://www.youtube.com/channel/UCGfL3w-nG8FCPcGYyRww60A	IT-JOBS I'm grateful for your valuable guidance and the positive impact you have on our professional journeys.	https://www.youtube.com/watch?v=jQCqglG5IBQ&lc=UgyDhnLqA3P4XZFCBW54AaABAg	UgyDhnLqA3P4XZFCBW54AaABAg	2023-07-18T10:46:43Z	jQCqglG5IBQ
Kam	http://www.youtube.com/channel/UC7_lAg3QRcctMLABHoIJ0yg	IT-JOBS Do you think it would be as effective to expand to a remote job as the first job especially since with the IT course the main focus is getting a help desk job. Moving to some rural area also might not be possible for some people	https://www.youtube.com/watch?v=jQCqglG5IBQ&lc=UgxH42bO-nrDnNX-F-t4AaABAg	UgxH42bO-nrDnNX-F-t4AaABAg	2023-07-18T03:06:18Z	jQCqglG5IBQ
Ephraxxxxx	http://www.youtube.com/channel/UCWmsoSox58_fE4BzIfu97Vw	IT-JOBS Your unwavering dedication to sharing your expertise and helping others excel is truly admirable.	https://www.youtube.com/watch?v=jQCqglG5IBQ&lc=Ugxvner7ZZfwYtNBcJd4AaABAg	Ugxvner7ZZfwYtNBcJd4AaABAg	2023-07-19T07:47:56Z	jQCqglG5IBQ
Palm_Tree_Nerd	http://www.youtube.com/channel/UCkH6Nx2XNGvedoAEwO8bC7g	IT-JOBS  Yes moving is a huge pain in the ass lol.  I've got the movers in my house right now as a matter of fact - but I actually agree with you.  If it wasn't for my two kids, beautiful wife, and needing to maintain the house that we own back at home in Tennessee, I would be more than open to expanding the region of search beyond Nashville area...  ... but happy news came the other day in the form of an offer!  My first one, post Army will be for an MSP in the Nashville area 😁😁  I got lucky, because honestly, I was getting nervous.  The army has provided my entire adult life, and for the first time I have to see for my own.... In any case, thank you for all you do - I salute you!	https://www.youtube.com/watch?v=jQCqglG5IBQ&lc=UgyyrFh_M1UN9pW0lJV4AaABAg	UgyyrFh_M1UN9pW0lJV4AaABAg	2023-07-17T14:59:34Z	jQCqglG5IBQ
